Country/Region,Date,Cases
Australia,1/29/20,1
Cambodia,1/29/20,1
Sri Lanka,1/29/20,1
Germany,1/29/20,4
Finland,1/29/20,1
United Arab Emirates,1/29/20,4
Philippines,1/29/20,0
India,1/29/20,0
Canada,1/29/20,0
Italy,1/29/20,0
UK,1/29/20,0
Russia,1/29/20,0
Sweden,1/29/20,0
US,1/29/20,0
Spain,1/29/20,0
Australia,1/29/20,0
US,1/29/20,0
US,1/29/20,0
Belgium,1/29/20,0
US,1/29/20,0
Others,1/29/20,0
US,1/29/20,0
US,1/29/20,0
Egypt,1/29/20,0
Iran,1/29/20,0
US,1/29/20,0
US,1/29/20,0
Australia,1/29/20,0
US,1/29/20,0
Lebanon,1/29/20,0
US,1/29/20,0
US,1/29/20,0
Iraq,1/29/20,0
US,1/29/20,0
Oman,1/29/20,0
Afghanistan,1/29/20,0
Bahrain,1/29/20,0
Kuwait,1/29/20,0
Algeria,1/29/20,0
Croatia,1/29/20,0
Switzerland,1/29/20,0
Austria,1/29/20,0
Israel,1/29/20,0
Pakistan,1/29/20,0
Brazil,1/29/20,0
Georgia,1/29/20,0
Greece,1/29/20,0
North Macedonia,1/29/20,0
Norway,1/29/20,0
Romania,1/29/20,0
Denmark,1/29/20,0
Estonia,1/29/20,0
Netherlands,1/29/20,0
San Marino,1/29/20,0
Belarus,1/29/20,0
Canada,1/29/20,0
Iceland,1/29/20,0
Lithuania,1/29/20,0
Mexico,1/29/20,0
New Zealand,1/29/20,0
Nigeria,1/29/20,0
Australia,1/29/20,0
Ireland,1/29/20,0
Luxembourg,1/29/20,0
Monaco,1/29/20,0
Qatar,1/29/20,0
US,1/29/20,0
Ecuador,1/29/20,0
Azerbaijan,1/29/20,0
Czech Republic,1/29/20,0
Armenia,1/29/20,0
Dominican Republic,1/29/20,0
US,1/29/20,0
Indonesia,1/29/20,0
Portugal,1/29/20,0
Andorra,1/29/20,0
Australia,1/29/20,0
Latvia,1/29/20,0
Morocco,1/29/20,0
Saudi Arabia,1/29/20,0
Senegal,1/29/20,0
US,1/29/20,0
US,1/29/20,0
US,1/29/20,0
US,1/29/20,0
US,1/29/20,0
US,1/29/20,0
US,1/29/20,0
US,1/29/20,0
US,1/29/20,0
US,1/29/20,0
Argentina,1/29/20,0
Chile,1/29/20,0
Jordan,1/29/20,0
US,1/29/20,0
US,1/29/20,0
US,1/29/20,0
US,1/29/20,0
US,1/29/20,0
Ukraine,1/29/20,0
Mainland China,1/30/20,200
Mainland China,1/30/20,114
Mainland China,1/30/20,182
Mainland China,1/30/20,101
Mainland China,1/30/20,26
Mainland China,1/30/20,354
Mainland China,1/30/20,78
Mainland China,1/30/20,12
Mainland China,1/30/20,46
Mainland China,1/30/20,65
Mainland China,1/30/20,44
Mainland China,1/30/20,278
Mainland China,1/30/20,4903
Mainland China,1/30/20,277
Mainland China,1/30/20,19
Mainland China,1/30/20,129
Mainland China,1/30/20,162
Mainland China,1/30/20,14
Mainland China,1/30/20,41
Mainland China,1/30/20,17
Mainland China,1/30/20,8
Mainland China,1/30/20,63
Mainland China,1/30/20,158
Mainland China,1/30/20,112
Mainland China,1/30/20,35
Mainland China,1/30/20,142
Mainland China,1/30/20,31
Mainland China,1/30/20,1
Mainland China,1/30/20,14
Mainland China,1/30/20,70
Mainland China,1/30/20,428
Thailand,1/30/20,14
Japan,1/30/20,11
South Korea,1/30/20,4
Taiwan,1/30/20,9
US,1/30/20,1
US,1/30/20,1
US,1/30/20,1
Macau,1/30/20,7
Hong Kong,1/30/20,10
Singapore,1/30/20,10
Vietnam,1/30/20,2
France,1/30/20,5
Nepal,1/30/20,1
Malaysia,1/30/20,8
Canada,1/30/20,1
Canada,1/30/20,1
US,1/30/20,1
US,1/30/20,1
Australia,1/30/20,4
Australia,1/30/20,2
Australia,1/30/20,3
Cambodia,1/30/20,1
Sri Lanka,1/30/20,1
Germany,1/30/20,4
Finland,1/30/20,1
United Arab Emirates,1/30/20,4
Philippines,1/30/20,1
India,1/30/20,1
Canada,1/30/20,0
Italy,1/30/20,0
UK,1/30/20,0
Russia,1/30/20,0
Sweden,1/30/20,0
US,1/30/20,0
Spain,1/30/20,0
Australia,1/30/20,0
US,1/30/20,0
US,1/30/20,0
Belgium,1/30/20,0
US,1/30/20,0
Others,1/30/20,0
US,1/30/20,0
US,1/30/20,0
Egypt,1/30/20,0
Iran,1/30/20,0
US,1/30/20,0
US,1/30/20,0
Australia,1/30/20,0
US,1/30/20,0
Lebanon,1/30/20,0
US,1/30/20,0
US,1/30/20,0
Iraq,1/30/20,0
US,1/30/20,0
Oman,1/30/20,0
Afghanistan,1/30/20,0
Bahrain,1/30/20,0
Kuwait,1/30/20,0
Algeria,1/30/20,0
Croatia,1/30/20,0
Switzerland,1/30/20,0
Austria,1/30/20,0
Israel,1/30/20,0
Pakistan,1/30/20,0
Brazil,1/30/20,0
Georgia,1/30/20,0
Greece,1/30/20,0
North Macedonia,1/30/20,0
Norway,1/30/20,0
Romania,1/30/20,0
Denmark,1/30/20,0
Estonia,1/30/20,0
Netherlands,1/30/20,0
San Marino,1/30/20,0
Belarus,1/30/20,0
Canada,1/30/20,0
Iceland,1/30/20,0
Lithuania,1/30/20,0
Mexico,1/30/20,0
New Zealand,1/30/20,0
Nigeria,1/30/20,0
Australia,1/30/20,0
Ireland,1/30/20,0
Luxembourg,1/30/20,0
Monaco,1/30/20,0
Qatar,1/30/20,0
US,1/30/20,0
Ecuador,1/30/20,0
Azerbaijan,1/30/20,0
Czech Republic,1/30/20,0
Armenia,1/30/20,0
Dominican Republic,1/30/20,0
US,1/30/20,0
Indonesia,1/30/20,0
Portugal,1/30/20,0
Andorra,1/30/20,0
Australia,1/30/20,0
Latvia,1/30/20,0
Morocco,1/30/20,0
Saudi Arabia,1/30/20,0
Senegal,1/30/20,0
US,1/30/20,0
US,1/30/20,0
US,1/30/20,0
US,1/30/20,0
US,1/30/20,0
US,1/30/20,0
US,1/30/20,0
US,1/30/20,0
US,1/30/20,0
US,1/30/20,0
Argentina,1/30/20,0
Chile,1/30/20,0
Jordan,1/30/20,0
US,1/30/20,0
US,1/30/20,0
US,1/30/20,0
US,1/30/20,0
US,1/30/20,0
Ukraine,1/30/20,0
Mainland China,1/31/20,237
Mainland China,1/31/20,139
Mainland China,1/31/20,211
Mainland China,1/31/20,120
Mainland China,1/31/20,29
Mainland China,1/31/20,436
Mainland China,1/31/20,87
Mainland China,1/31/20,29
Mainland China,1/31/20,52
Mainland China,1/31/20,82
Mainland China,1/31/20,59
Mainland China,1/31/20,352
Mainland China,1/31/20,5806
Mainland China,1/31/20,332
Mainland China,1/31/20,20
Mainland China,1/31/20,168
Mainland China,1/31/20,240
Mainland China,1/31/20,14
Mainland China,1/31/20,48
Mainland China,1/31/20,21
Mainland China,1/31/20,8
Mainland China,1/31/20,87
Mainland China,1/31/20,184
Mainland China,1/31/20,135
Mainland China,1/31/20,39
Mainland China,1/31/20,177
Mainland China,1/31/20,32
Mainland China,1/31/20,1
Mainland China,1/31/20,17
Mainland China,1/31/20,83
Mainland China,1/31/20,538
Thailand,1/31/20,19
Japan,1/31/20,15
South Korea,1/31/20,11
Taiwan,1/31/20,10
US,1/31/20,1
US,1/31/20,2
US,1/31/20,1
Macau,1/31/20,7
Hong Kong,1/31/20,12
Singapore,1/31/20,13
Vietnam,1/31/20,2
France,1/31/20,5
Nepal,1/31/20,1
Malaysia,1/31/20,8
Canada,1/31/20,2
Canada,1/31/20,1
US,1/31/20,1
US,1/31/20,1
Australia,1/31/20,4
Australia,1/31/20,3
Australia,1/31/20,2
Cambodia,1/31/20,1
Sri Lanka,1/31/20,1
Germany,1/31/20,5
Finland,1/31/20,1
United Arab Emirates,1/31/20,4
Philippines,1/31/20,1
India,1/31/20,1
Canada,1/31/20,1
Italy,1/31/20,2
UK,1/31/20,2
Russia,1/31/20,2
Sweden,1/31/20,1
US,1/31/20,1
Spain,1/31/20,0
Australia,1/31/20,0
US,1/31/20,0
US,1/31/20,0
Belgium,1/31/20,0
US,1/31/20,0
Others,1/31/20,0
US,1/31/20,0
US,1/31/20,0
Egypt,1/31/20,0
Iran,1/31/20,0
US,1/31/20,0
US,1/31/20,0
Australia,1/31/20,0
US,1/31/20,0
Lebanon,1/31/20,0
US,1/31/20,0
US,1/31/20,0
Iraq,1/31/20,0
US,1/31/20,0
Oman,1/31/20,0
Afghanistan,1/31/20,0
Bahrain,1/31/20,0
Kuwait,1/31/20,0
Algeria,1/31/20,0
Croatia,1/31/20,0
Switzerland,1/31/20,0
Austria,1/31/20,0
Israel,1/31/20,0
Pakistan,1/31/20,0
Brazil,1/31/20,0
Georgia,1/31/20,0
Greece,1/31/20,0
North Macedonia,1/31/20,0
Norway,1/31/20,0
Romania,1/31/20,0
Denmark,1/31/20,0
Estonia,1/31/20,0
Netherlands,1/31/20,0
San Marino,1/31/20,0
Belarus,1/31/20,0
Canada,1/31/20,0
Iceland,1/31/20,0
Lithuania,1/31/20,0
Mexico,1/31/20,0
New Zealand,1/31/20,0
Nigeria,1/31/20,0
Australia,1/31/20,0
Ireland,1/31/20,0
Luxembourg,1/31/20,0
Monaco,1/31/20,0
Qatar,1/31/20,0
US,1/31/20,0
Ecuador,1/31/20,0
Azerbaijan,1/31/20,0
Czech Republic,1/31/20,0
Armenia,1/31/20,0
Dominican Republic,1/31/20,0
US,1/31/20,0
Indonesia,1/31/20,0
Portugal,1/31/20,0
Andorra,1/31/20,0
Australia,1/31/20,0
Latvia,1/31/20,0
Morocco,1/31/20,0
Saudi Arabia,1/31/20,0
Senegal,1/31/20,0
US,1/31/20,0
US,1/31/20,0
US,1/31/20,0
US,1/31/20,0
US,1/31/20,0
US,1/31/20,0
US,1/31/20,0
US,1/31/20,0
US,1/31/20,0
US,1/31/20,0
Argentina,1/31/20,0
Chile,1/31/20,0
Jordan,1/31/20,0
US,1/31/20,0
US,1/31/20,0
US,1/31/20,0
US,1/31/20,0
US,1/31/20,0
Ukraine,1/31/20,0
Mainland China,2/1/20,297
Mainland China,2/1/20,168
Mainland China,2/1/20,247
Mainland China,2/1/20,144
Mainland China,2/1/20,40
Mainland China,2/1/20,535
Mainland China,2/1/20,100
Mainland China,2/1/20,29
Mainland China,2/1/20,62
Mainland China,2/1/20,96
Mainland China,2/1/20,80
Mainland China,2/1/20,422
Mainland China,2/1/20,7153
Mainland China,2/1/20,389
Mainland China,2/1/20,23
Mainland China,2/1/20,202
Mainland China,2/1/20,286
Mainland China,2/1/20,17
Mainland China,2/1/20,64
Mainland China,2/1/20,26
Mainland China,2/1/20,9
Mainland China,2/1/20,101
Mainland China,2/1/20,206
Mainland China,2/1/20,169
Mainland China,2/1/20,47
Mainland China,2/1/20,207
Mainland China,2/1/20,41
Mainland China,2/1/20,1
Mainland China,2/1/20,18
Mainland China,2/1/20,93
Mainland China,2/1/20,599
Thailand,2/1/20,19
Japan,2/1/20,20
South Korea,2/1/20,12
Taiwan,2/1/20,10
US,2/1/20,1
US,2/1/20,2
US,2/1/20,1
Macau,2/1/20,7
Hong Kong,2/1/20,13
Singapore,2/1/20,16
Vietnam,2/1/20,6
France,2/1/20,6
Nepal,2/1/20,1
Malaysia,2/1/20,8
Canada,2/1/20,2
Canada,2/1/20,1
US,2/1/20,1
US,2/1/20,1
Australia,2/1/20,4
Australia,2/1/20,4
Australia,2/1/20,3
Cambodia,2/1/20,1
Sri Lanka,2/1/20,1
Germany,2/1/20,8
Finland,2/1/20,1
United Arab Emirates,2/1/20,4
Philippines,2/1/20,1
India,2/1/20,1
Canada,2/1/20,1
Italy,2/1/20,2
UK,2/1/20,2
Russia,2/1/20,2
Sweden,2/1/20,1
US,2/1/20,1
Spain,2/1/20,1
Australia,2/1/20,1
US,2/1/20,1
US,2/1/20,0
Belgium,2/1/20,0
US,2/1/20,0
Others,2/1/20,0
US,2/1/20,0
US,2/1/20,0
Egypt,2/1/20,0
Iran,2/1/20,0
US,2/1/20,0
US,2/1/20,0
Australia,2/1/20,0
US,2/1/20,0
Lebanon,2/1/20,0
US,2/1/20,0
US,2/1/20,0
Iraq,2/1/20,0
US,2/1/20,0
Oman,2/1/20,0
Afghanistan,2/1/20,0
Bahrain,2/1/20,0
Kuwait,2/1/20,0
Algeria,2/1/20,0
Croatia,2/1/20,0
Switzerland,2/1/20,0
Austria,2/1/20,0
Israel,2/1/20,0
Pakistan,2/1/20,0
Brazil,2/1/20,0
Georgia,2/1/20,0
Greece,2/1/20,0
North Macedonia,2/1/20,0
Norway,2/1/20,0
Romania,2/1/20,0
Denmark,2/1/20,0
Estonia,2/1/20,0
Netherlands,2/1/20,0
San Marino,2/1/20,0
Belarus,2/1/20,0
Canada,2/1/20,0
Iceland,2/1/20,0
Lithuania,2/1/20,0
Mexico,2/1/20,0
New Zealand,2/1/20,0
Nigeria,2/1/20,0
Australia,2/1/20,0
Ireland,2/1/20,0
Luxembourg,2/1/20,0
Monaco,2/1/20,0
Qatar,2/1/20,0
US,2/1/20,0
Ecuador,2/1/20,0
Azerbaijan,2/1/20,0
Czech Republic,2/1/20,0
Armenia,2/1/20,0
Dominican Republic,2/1/20,0
US,2/1/20,0
Indonesia,2/1/20,0
Portugal,2/1/20,0
Andorra,2/1/20,0
Australia,2/1/20,0
Latvia,2/1/20,0
Morocco,2/1/20,0
Saudi Arabia,2/1/20,0
Senegal,2/1/20,0
US,2/1/20,0
US,2/1/20,0
US,2/1/20,0
US,2/1/20,0
US,2/1/20,0
US,2/1/20,0
US,2/1/20,0
US,2/1/20,0
US,2/1/20,0
US,2/1/20,0
Argentina,2/1/20,0
Chile,2/1/20,0
Jordan,2/1/20,0
US,2/1/20,0
US,2/1/20,0
US,2/1/20,0
US,2/1/20,0
US,2/1/20,0
Ukraine,2/1/20,0
Mainland China,2/10/20,830
Mainland China,2/10/20,337
Mainland China,2/10/20,486
Mainland China,2/10/20,261
Mainland China,2/10/20,83
Mainland China,2/10/20,1159
Mainland China,2/10/20,210
Mainland China,2/10/20,109
Mainland China,2/10/20,138
Mainland China,2/10/20,218
Mainland China,2/10/20,331
Mainland China,2/10/20,1073
Mainland China,2/10/20,31728
Mainland China,2/10/20,879
Mainland China,2/10/20,58
Mainland China,2/10/20,492
Mainland China,2/10/20,771
Mainland China,2/10/20,80
Mainland China,2/10/20,108
Mainland China,2/10/20,49
Mainland China,2/10/20,18
Mainland China,2/10/20,213
Mainland China,2/10/20,466
Mainland China,2/10/20,299
Mainland China,2/10/20,119
Mainland China,2/10/20,405
Mainland China,2/10/20,95
Mainland China,2/10/20,1
Mainland China,2/10/20,49
Mainland China,2/10/20,149
Mainland China,2/10/20,1092
Thailand,2/10/20,32
Japan,2/10/20,26
South Korea,2/10/20,27
Taiwan,2/10/20,18
US,2/10/20,1
US,2/10/20,2
US,2/10/20,1
Macau,2/10/20,10
Hong Kong,2/10/20,38
Singapore,2/10/20,45
Vietnam,2/10/20,14
France,2/10/20,11
Nepal,2/10/20,1
Malaysia,2/10/20,18
Canada,2/10/20,2
Canada,2/10/20,4
US,2/10/20,1
US,2/10/20,1
Australia,2/10/20,4
Australia,2/10/20,4
Australia,2/10/20,5
Cambodia,2/10/20,1
Sri Lanka,2/10/20,1
Germany,2/10/20,14
Finland,2/10/20,1
United Arab Emirates,2/10/20,8
Philippines,2/10/20,3
India,2/10/20,3
Canada,2/10/20,1
Italy,2/10/20,3
UK,2/10/20,8
Russia,2/10/20,2
Sweden,2/10/20,1
US,2/10/20,2
Spain,2/10/20,2
Australia,2/10/20,2
US,2/10/20,1
US,2/10/20,2
Belgium,2/10/20,1
US,2/10/20,1
Others,2/10/20,135
US,2/10/20,0
US,2/10/20,0
Egypt,2/10/20,0
Iran,2/10/20,0
US,2/10/20,0
US,2/10/20,0
Australia,2/10/20,0
US,2/10/20,0
Lebanon,2/10/20,0
US,2/10/20,0
US,2/10/20,0
Iraq,2/10/20,0
US,2/10/20,0
Oman,2/10/20,0
Afghanistan,2/10/20,0
Bahrain,2/10/20,0
Kuwait,2/10/20,0
Algeria,2/10/20,0
Croatia,2/10/20,0
Switzerland,2/10/20,0
Austria,2/10/20,0
Israel,2/10/20,0
Pakistan,2/10/20,0
Brazil,2/10/20,0
Georgia,2/10/20,0
Greece,2/10/20,0
North Macedonia,2/10/20,0
Norway,2/10/20,0
Romania,2/10/20,0
Denmark,2/10/20,0
Estonia,2/10/20,0
Netherlands,2/10/20,0
San Marino,2/10/20,0
Belarus,2/10/20,0
Canada,2/10/20,0
Iceland,2/10/20,0
Lithuania,2/10/20,0
Mexico,2/10/20,0
New Zealand,2/10/20,0
Nigeria,2/10/20,0
Australia,2/10/20,0
Ireland,2/10/20,0
Luxembourg,2/10/20,0
Monaco,2/10/20,0
Qatar,2/10/20,0
US,2/10/20,0
Ecuador,2/10/20,0
Azerbaijan,2/10/20,0
Czech Republic,2/10/20,0
Armenia,2/10/20,0
Dominican Republic,2/10/20,0
US,2/10/20,0
Indonesia,2/10/20,0
Portugal,2/10/20,0
Andorra,2/10/20,0
Australia,2/10/20,0
Latvia,2/10/20,0
Morocco,2/10/20,0
Saudi Arabia,2/10/20,0
Senegal,2/10/20,0
US,2/10/20,0
US,2/10/20,0
US,2/10/20,0
US,2/10/20,0
US,2/10/20,0
US,2/10/20,0
US,2/10/20,0
US,2/10/20,0
US,2/10/20,0
US,2/10/20,0
Argentina,2/10/20,0
Chile,2/10/20,0
Jordan,2/10/20,0
US,2/10/20,0
US,2/10/20,0
US,2/10/20,0
US,2/10/20,0
US,2/10/20,0
Ukraine,2/10/20,0
Mainland China,2/11/20,860
Mainland China,2/11/20,342
Mainland China,2/11/20,505
Mainland China,2/11/20,267
Mainland China,2/11/20,86
Mainland China,2/11/20,1177
Mainland China,2/11/20,215
Mainland China,2/11/20,127
Mainland China,2/11/20,144
Mainland China,2/11/20,239
Mainland China,2/11/20,360
Mainland China,2/11/20,1105
Mainland China,2/11/20,33366
Mainland China,2/11/20,912
Mainland China,2/11/20,58
Mainland China,2/11/20,515
Mainland China,2/11/20,804
Mainland China,2/11/20,81
Mainland China,2/11/20,111
Mainland China,2/11/20,53
Mainland China,2/11/20,18
Mainland China,2/11/20,219
Mainland China,2/11/20,487
Mainland China,2/11/20,303
Mainland China,2/11/20,124
Mainland China,2/11/20,417
Mainland China,2/11/20,106
Mainland China,2/11/20,1
Mainland China,2/11/20,55
Mainland China,2/11/20,153
Mainland China,2/11/20,1117
Thailand,2/11/20,33
Japan,2/11/20,26
South Korea,2/11/20,28
Taiwan,2/11/20,18
US,2/11/20,1
US,2/11/20,2
US,2/11/20,1
Macau,2/11/20,10
Hong Kong,2/11/20,49
Singapore,2/11/20,47
Vietnam,2/11/20,15
France,2/11/20,11
Nepal,2/11/20,1
Malaysia,2/11/20,18
Canada,2/11/20,2
Canada,2/11/20,4
US,2/11/20,1
US,2/11/20,1
Australia,2/11/20,4
Australia,2/11/20,4
Australia,2/11/20,5
Cambodia,2/11/20,1
Sri Lanka,2/11/20,1
Germany,2/11/20,16
Finland,2/11/20,1
United Arab Emirates,2/11/20,8
Philippines,2/11/20,3
India,2/11/20,3
Canada,2/11/20,1
Italy,2/11/20,3
UK,2/11/20,8
Russia,2/11/20,2
Sweden,2/11/20,1
US,2/11/20,2
Spain,2/11/20,2
Australia,2/11/20,2
US,2/11/20,1
US,2/11/20,2
Belgium,2/11/20,1
US,2/11/20,1
Others,2/11/20,135
US,2/11/20,1
US,2/11/20,0
Egypt,2/11/20,0
Iran,2/11/20,0
US,2/11/20,0
US,2/11/20,0
Australia,2/11/20,0
US,2/11/20,0
Lebanon,2/11/20,0
US,2/11/20,0
US,2/11/20,0
Iraq,2/11/20,0
US,2/11/20,0
Oman,2/11/20,0
Afghanistan,2/11/20,0
Bahrain,2/11/20,0
Kuwait,2/11/20,0
Algeria,2/11/20,0
Croatia,2/11/20,0
Switzerland,2/11/20,0
Austria,2/11/20,0
Israel,2/11/20,0
Pakistan,2/11/20,0
Brazil,2/11/20,0
Georgia,2/11/20,0
Greece,2/11/20,0
North Macedonia,2/11/20,0
Norway,2/11/20,0
Romania,2/11/20,0
Denmark,2/11/20,0
Estonia,2/11/20,0
Netherlands,2/11/20,0
San Marino,2/11/20,0
Belarus,2/11/20,0
Canada,2/11/20,0
Iceland,2/11/20,0
Lithuania,2/11/20,0
Mexico,2/11/20,0
New Zealand,2/11/20,0
Nigeria,2/11/20,0
Australia,2/11/20,0
Ireland,2/11/20,0
Luxembourg,2/11/20,0
Monaco,2/11/20,0
Qatar,2/11/20,0
US,2/11/20,0
Ecuador,2/11/20,0
Azerbaijan,2/11/20,0
Czech Republic,2/11/20,0
Armenia,2/11/20,0
Dominican Republic,2/11/20,0
US,2/11/20,0
Indonesia,2/11/20,0
Portugal,2/11/20,0
Andorra,2/11/20,0
Australia,2/11/20,0
Latvia,2/11/20,0
Morocco,2/11/20,0
Saudi Arabia,2/11/20,0
Senegal,2/11/20,0
US,2/11/20,0
US,2/11/20,0
US,2/11/20,0
US,2/11/20,0
US,2/11/20,0
US,2/11/20,0
US,2/11/20,0
US,2/11/20,0
US,2/11/20,0
US,2/11/20,0
Argentina,2/11/20,0
Chile,2/11/20,0
Jordan,2/11/20,0
US,2/11/20,0
US,2/11/20,0
US,2/11/20,0
US,2/11/20,0
US,2/11/20,0
Ukraine,2/11/20,0
Mainland China,2/12/20,889
Mainland China,2/12/20,352
Mainland China,2/12/20,518
Mainland China,2/12/20,272
Mainland China,2/12/20,87
Mainland China,2/12/20,1219
Mainland China,2/12/20,222
Mainland China,2/12/20,133
Mainland China,2/12/20,157
Mainland China,2/12/20,251
Mainland China,2/12/20,378
Mainland China,2/12/20,1135
Mainland China,2/12/20,33366
Mainland China,2/12/20,946
Mainland China,2/12/20,60
Mainland China,2/12/20,543
Mainland China,2/12/20,844
Mainland China,2/12/20,83
Mainland China,2/12/20,116
Mainland China,2/12/20,58
Mainland China,2/12/20,18
Mainland China,2/12/20,225
Mainland China,2/12/20,497
Mainland China,2/12/20,311
Mainland China,2/12/20,126
Mainland China,2/12/20,436
Mainland China,2/12/20,112
Mainland China,2/12/20,1
Mainland China,2/12/20,59
Mainland China,2/12/20,154
Mainland China,2/12/20,1131
Thailand,2/12/20,33
Japan,2/12/20,28
South Korea,2/12/20,28
Taiwan,2/12/20,18
US,2/12/20,1
US,2/12/20,2
US,2/12/20,1
Macau,2/12/20,10
Hong Kong,2/12/20,50
Singapore,2/12/20,50
Vietnam,2/12/20,15
France,2/12/20,11
Nepal,2/12/20,1
Malaysia,2/12/20,18
Canada,2/12/20,2
Canada,2/12/20,4
US,2/12/20,1
US,2/12/20,1
Australia,2/12/20,4
Australia,2/12/20,4
Australia,2/12/20,5
Cambodia,2/12/20,1
Sri Lanka,2/12/20,1
Germany,2/12/20,16
Finland,2/12/20,1
United Arab Emirates,2/12/20,8
Philippines,2/12/20,3
India,2/12/20,3
Canada,2/12/20,1
Italy,2/12/20,3
UK,2/12/20,9
Russia,2/12/20,2
Sweden,2/12/20,1
US,2/12/20,2
Spain,2/12/20,2
Australia,2/12/20,2
US,2/12/20,1
US,2/12/20,2
Belgium,2/12/20,1
US,2/12/20,1
Others,2/12/20,175
US,2/12/20,1
US,2/12/20,0
Egypt,2/12/20,0
Iran,2/12/20,0
US,2/12/20,0
US,2/12/20,0
Australia,2/12/20,0
US,2/12/20,0
Lebanon,2/12/20,0
US,2/12/20,0
US,2/12/20,0
Iraq,2/12/20,0
US,2/12/20,0
Oman,2/12/20,0
Afghanistan,2/12/20,0
Bahrain,2/12/20,0
Kuwait,2/12/20,0
Algeria,2/12/20,0
Croatia,2/12/20,0
Switzerland,2/12/20,0
Austria,2/12/20,0
Israel,2/12/20,0
Pakistan,2/12/20,0
Brazil,2/12/20,0
Georgia,2/12/20,0
Greece,2/12/20,0
North Macedonia,2/12/20,0
Norway,2/12/20,0
Romania,2/12/20,0
Denmark,2/12/20,0
Estonia,2/12/20,0
Netherlands,2/12/20,0
San Marino,2/12/20,0
Belarus,2/12/20,0
Canada,2/12/20,0
Iceland,2/12/20,0
Lithuania,2/12/20,0
Mexico,2/12/20,0
New Zealand,2/12/20,0
Nigeria,2/12/20,0
Australia,2/12/20,0
Ireland,2/12/20,0
Luxembourg,2/12/20,0
Monaco,2/12/20,0
Qatar,2/12/20,0
US,2/12/20,0
Ecuador,2/12/20,0
Azerbaijan,2/12/20,0
Czech Republic,2/12/20,0
Armenia,2/12/20,0
Dominican Republic,2/12/20,0
US,2/12/20,0
Indonesia,2/12/20,0
Portugal,2/12/20,0
Andorra,2/12/20,0
Australia,2/12/20,0
Latvia,2/12/20,0
Morocco,2/12/20,0
Saudi Arabia,2/12/20,0
Senegal,2/12/20,0
US,2/12/20,0
US,2/12/20,0
US,2/12/20,0
US,2/12/20,0
US,2/12/20,0
US,2/12/20,0
US,2/12/20,0
US,2/12/20,0
US,2/12/20,0
US,2/12/20,0
Argentina,2/12/20,0
Chile,2/12/20,0
Jordan,2/12/20,0
US,2/12/20,0
US,2/12/20,0
US,2/12/20,0
US,2/12/20,0
US,2/12/20,0
Ukraine,2/12/20,0
Mainland China,2/13/20,910
Mainland China,2/13/20,366
Mainland China,2/13/20,529
Mainland China,2/13/20,279
Mainland China,2/13/20,90
Mainland China,2/13/20,1241
Mainland China,2/13/20,222
Mainland China,2/13/20,135
Mainland China,2/13/20,157
Mainland China,2/13/20,265
Mainland China,2/13/20,395
Mainland China,2/13/20,1169
Mainland China,2/13/20,48206
Mainland China,2/13/20,968
Mainland China,2/13/20,61
Mainland China,2/13/20,570
Mainland China,2/13/20,872
Mainland China,2/13/20,84
Mainland China,2/13/20,117
Mainland China,2/13/20,64
Mainland China,2/13/20,18
Mainland China,2/13/20,229
Mainland China,2/13/20,509
Mainland China,2/13/20,315
Mainland China,2/13/20,126
Mainland China,2/13/20,451
Mainland China,2/13/20,119
Mainland China,2/13/20,1
Mainland China,2/13/20,63
Mainland China,2/13/20,156
Mainland China,2/13/20,1145
Thailand,2/13/20,33
Japan,2/13/20,28
South Korea,2/13/20,28
Taiwan,2/13/20,18
US,2/13/20,1
US,2/13/20,2
US,2/13/20,1
Macau,2/13/20,10
Hong Kong,2/13/20,53
Singapore,2/13/20,58
Vietnam,2/13/20,16
France,2/13/20,11
Nepal,2/13/20,1
Malaysia,2/13/20,19
Canada,2/13/20,2
Canada,2/13/20,4
US,2/13/20,1
US,2/13/20,1
Australia,2/13/20,4
Australia,2/13/20,4
Australia,2/13/20,5
Cambodia,2/13/20,1
Sri Lanka,2/13/20,1
Germany,2/13/20,16
Finland,2/13/20,1
United Arab Emirates,2/13/20,8
Philippines,2/13/20,3
India,2/13/20,3
Canada,2/13/20,1
Italy,2/13/20,3
UK,2/13/20,9
Russia,2/13/20,2
Sweden,2/13/20,1
US,2/13/20,2
Spain,2/13/20,2
Australia,2/13/20,2
US,2/13/20,1
US,2/13/20,2
Belgium,2/13/20,1
US,2/13/20,1
Others,2/13/20,175
US,2/13/20,2
US,2/13/20,1
Egypt,2/13/20,0
Iran,2/13/20,0
US,2/13/20,0
US,2/13/20,0
Australia,2/13/20,0
US,2/13/20,0
Lebanon,2/13/20,0
US,2/13/20,0
US,2/13/20,0
Iraq,2/13/20,0
US,2/13/20,0
Oman,2/13/20,0
Afghanistan,2/13/20,0
Bahrain,2/13/20,0
Kuwait,2/13/20,0
Algeria,2/13/20,0
Croatia,2/13/20,0
Switzerland,2/13/20,0
Austria,2/13/20,0
Israel,2/13/20,0
Pakistan,2/13/20,0
Brazil,2/13/20,0
Georgia,2/13/20,0
Greece,2/13/20,0
North Macedonia,2/13/20,0
Norway,2/13/20,0
Romania,2/13/20,0
Denmark,2/13/20,0
Estonia,2/13/20,0
Netherlands,2/13/20,0
San Marino,2/13/20,0
Belarus,2/13/20,0
